basic methyl red
1/1/2006 12:59:45 PM
Wavelength (nm),Absorbance
850.00,0.000400
849.00,0.000378
848.00,-0.000373
847.00,0.000390
846.00,-0.000893
845.00,-0.000709
844.00,0.000446
843.00,-0.001036
842.00,0.000050
841.00,0.000070
840.00,-0.000098
839.00,-0.000690
838.00,-0.000539
837.00,-0.000806
836.00,0.000041
835.00,-0.000179
834.00,-0.000104
833.00,-0.000548
832.00,0.000378
831.00,0.000654
830.00,-0.000035
829.00,-0.000175
828.00,-0.000175
827.00,-0.000361
826.00,-0.000414
825.00,-0.000092
824.00,0.000258
823.00,-0.000452
822.00,-0.000186
821.00,-0.000416
820.00,0.000475
819.00,0.000628
818.00,-0.000015
817.00,-0.000635
816.00,-0.000311
815.00,-0.000221
814.00,0.000835
813.00,0.000450
812.00,0.000308
811.00,-0.000464
810.00,-0.000211
809.00,-0.000931
808.00,0.000044
807.00,-0.001488
806.00,-0.001058
805.00,-0.000390
804.00,0.000189
803.00,0.000785
802.00,-0.000305
801.00,-0.000446
800.00,0.000102
799.00,-0.000458
798.00,0.000145
797.00,0.000106
796.00,0.000238
795.00,0.000270
794.00,0.000622
793.00,-0.000295
792.00,0.000783
791.00,0.000381
790.00,0.000362
789.00,0.000310
788.00,0.000841
787.00,0.000606
786.00,-0.000631
785.00,0.000962
784.00,-0.001544
783.00,0.000184
782.00,0.000789
781.00,-0.000030
780.00,-0.000011
779.00,-0.000133
778.00,-0.000463
777.00,-0.000294
776.00,0.000438
775.00,0.000393
774.00,0.000810
773.00,-0.000657
772.00,-0.001083
771.00,-0.000217
770.00,0.000676
769.00,0.000080
768.00,-0.001166
767.00,0.001099
766.00,-0.000271
765.00,0.000492
764.00,-0.000003
763.00,-0.000368
762.00,0.000250
761.00,0.000424
760.00,0.000272
759.00,-0.000041
758.00,-0.000178
757.00,0.000201
756.00,0.000163
755.00,-0.000484
754.00,-0.001371
753.00,-0.000372
752.00,-0.000429
751.00,0.000136
750.00,-0.000113
749.00,0.000123
748.00,0.000469
747.00,0.000428
746.00,0.000582
745.00,0.000820
744.00,0.000998
743.00,0.000635
742.00,0.000180
741.00,0.000706
740.00,0.000538
739.00,0.000286
738.00,0.000007
737.00,-0.000234
736.00,0.000151
735.00,0.000251
734.00,-0.000588
733.00,0.000548
732.00,0.000312
731.00,0.000021
730.00,0.000292
729.00,-0.000532
728.00,0.000692
727.00,-0.000143
726.00,0.000064
725.00,-0.000061
724.00,0.000351
723.00,0.000278
722.00,0.000482
721.00,0.000132
720.00,0.000069
719.00,0.000051
718.00,0.000340
717.00,0.000522
716.00,0.000854
715.00,0.000069
714.00,0.000474
713.00,0.000683
712.00,0.000748
711.00,0.000724
710.00,0.000843
709.00,0.000157
708.00,0.000595
707.00,0.001105
706.00,0.000567
705.00,-0.000089
704.00,0.000085
703.00,0.000488
702.00,0.000272
701.00,0.000353
700.00,0.000361
699.00,0.000558
698.00,0.000498
697.00,0.000202
696.00,0.000242
695.00,0.000597
694.00,0.000424
693.00,0.000647
692.00,0.000475
691.00,0.000351
690.00,0.000572
689.00,0.000826
688.00,0.001010
687.00,0.000588
686.00,0.000461
685.00,0.000506
684.00,0.000679
683.00,0.000784
682.00,0.000685
681.00,0.000656
680.00,0.000415
679.00,0.000605
678.00,0.000722
677.00,0.000576
676.00,0.000575
675.00,0.000587
674.00,0.000820
673.00,0.000627
672.00,0.000568
671.00,0.000816
670.00,0.000596
669.00,0.000844
668.00,0.000786
667.00,0.000809
666.00,0.000827
665.00,0.000753
664.00,0.000504
663.00,0.000814
662.00,0.000462
661.00,0.000752
660.00,0.000683
659.00,0.000845
658.00,0.000720
657.00,0.000945
656.00,0.001235
655.00,0.000706
654.00,0.001038
653.00,0.000567
652.00,0.000887
651.00,0.000531
650.00,0.000968
649.00,0.000625
648.00,0.001201
647.00,0.000750
646.00,0.001084
645.00,0.001085
644.00,0.000841
643.00,0.000718
642.00,0.001441
641.00,0.001077
640.00,0.000912
639.00,0.001358
638.00,0.001328
637.00,0.001135
636.00,0.000689
635.00,0.001230
634.00,0.000648
633.00,0.000948
632.00,0.001154
631.00,0.001082
630.00,0.001515
629.00,0.001242
628.00,0.001230
627.00,0.001515
626.00,0.001454
625.00,0.001667
624.00,0.001932
623.00,0.001606
622.00,0.002014
621.00,0.001758
620.00,0.001676
619.00,0.001920
618.00,0.002159
617.00,0.002309
616.00,0.002540
615.00,0.002783
614.00,0.002699
613.00,0.003075
612.00,0.003136
611.00,0.003176
610.00,0.003757
609.00,0.004181
608.00,0.004645
607.00,0.004694
606.00,0.005341
605.00,0.005488
604.00,0.005722
603.00,0.006723
602.00,0.007146
601.00,0.008034
600.00,0.009562
599.00,0.009828
598.00,0.010756
597.00,0.011750
596.00,0.013165
595.00,0.014448
594.00,0.016412
593.00,0.017679
592.00,0.019442
591.00,0.021464
590.00,0.024066
589.00,0.026596
588.00,0.029384
587.00,0.032584
586.00,0.035635
585.00,0.039283
584.00,0.043360
583.00,0.047247
582.00,0.051352
581.00,0.055749
580.00,0.060548
579.00,0.066086
578.00,0.071712
577.00,0.077464
576.00,0.083025
575.00,0.089173
574.00,0.095230
573.00,0.102109
572.00,0.108072
571.00,0.114410
570.00,0.120758
569.00,0.126796
568.00,0.133428
567.00,0.139944
566.00,0.145935
565.00,0.151814
564.00,0.157413
563.00,0.162549
562.00,0.168056
561.00,0.172050
560.00,0.176602
559.00,0.180399
558.00,0.183696
557.00,0.186898
556.00,0.190144
555.00,0.192165
554.00,0.194295
553.00,0.196103
552.00,0.197711
551.00,0.198971
550.00,0.200032
549.00,0.201097
548.00,0.201815
547.00,0.202547
546.00,0.203179
545.00,0.203843
544.00,0.204165
543.00,0.204693
542.00,0.205536
541.00,0.205809
540.00,0.206539
539.00,0.207110
538.00,0.207938
537.00,0.208806
536.00,0.209588
535.00,0.210473
534.00,0.211431
533.00,0.212550
532.00,0.213541
531.00,0.214591
530.00,0.215611
529.00,0.216427
528.00,0.217561
527.00,0.218082
526.00,0.219040
525.00,0.219564
524.00,0.219912
523.00,0.220555
522.00,0.220626
521.00,0.220625
520.00,0.220563
519.00,0.220430
518.00,0.220044
517.00,0.219507
516.00,0.218664
515.00,0.217873
514.00,0.217208
513.00,0.215941
512.00,0.214846
511.00,0.213925
510.00,0.212584
509.00,0.211447
508.00,0.210171
507.00,0.209172
506.00,0.207776
505.00,0.206949
504.00,0.205672
503.00,0.205025
502.00,0.204233
501.00,0.203433
500.00,0.202469
499.00,0.201973
498.00,0.201347
497.00,0.200970
496.00,0.200515
495.00,0.200323
494.00,0.200297
493.00,0.200024
492.00,0.199973
491.00,0.199718
490.00,0.199761
489.00,0.199798
488.00,0.199613
487.00,0.199644
486.00,0.199699
485.00,0.199884
484.00,0.199934
483.00,0.199910
482.00,0.200015
481.00,0.200153
480.00,0.200108
479.00,0.200344
478.00,0.200468
477.00,0.200286
476.00,0.200560
475.00,0.200656
474.00,0.200734
473.00,0.200621
472.00,0.201067
471.00,0.201026
470.00,0.201248
469.00,0.201098
468.00,0.201303
467.00,0.201289
466.00,0.201237
465.00,0.201569
464.00,0.201450
463.00,0.201350
462.00,0.201643
461.00,0.201345
460.00,0.201313
459.00,0.201273
458.00,0.201103
457.00,0.200937
456.00,0.200681
455.00,0.200400
454.00,0.200144
453.00,0.199804
452.00,0.199448
451.00,0.199019
450.00,0.198653
449.00,0.198331
448.00,0.197784
447.00,0.197112
446.00,0.196750
445.00,0.196288
444.00,0.195649
443.00,0.195080
442.00,0.194475
441.00,0.193903
440.00,0.193284
439.00,0.192558
438.00,0.191945
437.00,0.191437
436.00,0.190738
435.00,0.190213
434.00,0.189684
433.00,0.188963
432.00,0.188226
431.00,0.187537
430.00,0.186894
429.00,0.186270
428.00,0.185634
427.00,0.184976
426.00,0.184289
425.00,0.183783
424.00,0.183093
423.00,0.182485
422.00,0.181881
421.00,0.181208
420.00,0.180411
419.00,0.179796
418.00,0.179175
417.00,0.178303
416.00,0.177486
415.00,0.176678
414.00,0.175794
413.00,0.174799
412.00,0.174087
411.00,0.173071
410.00,0.172228
409.00,0.171130
408.00,0.170066
407.00,0.168936
406.00,0.167792
405.00,0.166595
404.00,0.165467
403.00,0.163937
402.00,0.162694
401.00,0.161179
400.00,0.160001
399.00,0.158675
398.00,0.156837
397.00,0.155159
396.00,0.153317
395.00,0.151768
394.00,0.150248
393.00,0.148393
392.00,0.146373
391.00,0.144410
390.00,0.142363
389.00,0.140367
388.00,0.138463
387.00,0.136474
386.00,0.134334
385.00,0.131970
384.00,0.129585
383.00,0.127625
382.00,0.125404
381.00,0.123255
380.00,0.120976
379.00,0.118794
378.00,0.116312
377.00,0.114142
376.00,0.111921
375.00,0.109959
374.00,0.107409
373.00,0.105080
372.00,0.103039
371.00,0.100866
370.00,0.098459
369.00,0.096208
368.00,0.093892
367.00,0.091897
366.00,0.090053
365.00,0.087739
364.00,0.085851
363.00,0.083959
362.00,0.081868
361.00,0.079896
360.00,0.078044
359.00,0.076255
358.00,0.074357
357.00,0.072609
356.00,0.070674
355.00,0.068979
354.00,0.067368
353.00,0.065792
352.00,0.064191
351.00,0.062516
350.00,0.061344


5
1/1/2006 1:17:36 PM
Wavelength (nm),Absorbance
850.00,0.000464
849.00,-0.000404
848.00,-0.000907
847.00,-0.000165
846.00,-0.000269
845.00,-0.000015
844.00,0.000396
843.00,0.000037
842.00,0.000369
841.00,-0.000156
840.00,-0.000437
839.00,-0.000669
838.00,-0.000806
837.00,-0.000866
836.00,-0.000267
835.00,-0.000357
834.00,-0.000054
833.00,-0.001623
832.00,-0.000261
831.00,0.000692
830.00,-0.000484
829.00,-0.000329
828.00,-0.000158
827.00,-0.000270
826.00,-0.000535
825.00,-0.000348
824.00,-0.000151
823.00,-0.000564
822.00,0.000084
821.00,-0.000306
820.00,0.000068
819.00,-0.000339
818.00,0.000153
817.00,0.000002
816.00,0.000074
815.00,-0.000588
814.00,0.000550
813.00,0.001385
812.00,-0.000271
811.00,-0.000363
810.00,-0.000353
809.00,-0.000614
808.00,-0.000259
807.00,0.000040
806.00,-0.001682
805.00,-0.000068
804.00,0.001214
803.00,0.001263
802.00,-0.000043
801.00,-0.000121
800.00,0.000191
799.00,-0.000497
798.00,0.000179
797.00,0.000020
796.00,0.000143
795.00,-0.000879
794.00,0.001078
793.00,0.000132
792.00,0.001020
791.00,0.000581
790.00,-0.000550
789.00,0.001121
788.00,0.000924
787.00,0.000747
786.00,-0.001475
785.00,0.000855
784.00,-0.000946
783.00,-0.000605
782.00,-0.000003
781.00,-0.000141
780.00,0.000015
779.00,-0.000825
778.00,-0.000593
777.00,0.000565
776.00,0.000508
775.00,-0.000204
774.00,-0.000284
773.00,-0.000370
772.00,-0.000886
771.00,-0.000778
770.00,0.000728
769.00,-0.000184
768.00,-0.000524
767.00,-0.000058
766.00,-0.000741
765.00,0.000101
764.00,-0.000547
763.00,-0.000554
762.00,0.000021
761.00,-0.000199
760.00,-0.000732
759.00,-0.000101
758.00,-0.000189
757.00,-0.000308
756.00,-0.000916
755.00,-0.000857
754.00,-0.001575
753.00,0.000152
752.00,-0.000270
751.00,-0.000353
750.00,-0.000427
749.00,-0.000617
748.00,-0.000094
747.00,-0.000322
746.00,-0.000042
745.00,0.000490
744.00,0.000219
743.00,0.001013
742.00,-0.000251
741.00,-0.000742
740.00,-0.000225
739.00,0.000305
738.00,-0.000537
737.00,-0.000644
736.00,0.000110
735.00,0.000246
734.00,-0.000248
733.00,-0.000096
732.00,-0.000191
731.00,-0.000716
730.00,-0.000324
729.00,-0.000501
728.00,0.000454
727.00,0.000151
726.00,-0.000102
725.00,0.000069
724.00,-0.000379
723.00,-0.000391
722.00,0.000468
721.00,0.000144
720.00,0.000163
719.00,-0.000029
718.00,0.000550
717.00,-0.000181
716.00,-0.000179
715.00,-0.000162
714.00,0.000149
713.00,0.000217
712.00,0.000727
711.00,0.000190
710.00,0.000685
709.00,-0.000504
708.00,-0.000008
707.00,0.000079
706.00,0.000022
705.00,-0.000173
704.00,-0.000755
703.00,0.000255
702.00,-0.000392
701.00,0.000027
700.00,-0.000047
699.00,0.000267
698.00,0.000052
697.00,-0.000236
696.00,-0.000080
695.00,0.000107
694.00,-0.000079
693.00,-0.000108
692.00,-0.000271
691.00,0.000255
690.00,0.000048
689.00,0.000179
688.00,0.000137
687.00,-0.000051
686.00,0.000087
685.00,0.000232
684.00,0.000085
683.00,-0.000004
682.00,0.000130
681.00,0.000040
680.00,0.000022
679.00,-0.000077
678.00,0.000072
677.00,0.000225
676.00,0.000165
675.00,0.000245
674.00,0.000304
673.00,0.000014
672.00,0.000058
671.00,0.000394
670.00,0.000228
669.00,0.000514
668.00,0.000359
667.00,0.000370
666.00,0.000331
665.00,0.000716
664.00,0.000114
663.00,0.000313
662.00,-0.000226
661.00,0.000009
660.00,-0.000070
659.00,0.000197
658.00,0.000269
657.00,0.000760
656.00,0.000433
655.00,-0.000248
654.00,0.000116
653.00,0.000412
652.00,0.000228
651.00,-0.000142
650.00,0.000286
649.00,0.000510
648.00,0.000901
647.00,0.000159
646.00,0.000629
645.00,0.000064
644.00,0.000220
643.00,0.000285
642.00,0.000506
641.00,0.000542
640.00,0.000560
639.00,0.001380
638.00,0.000660
637.00,0.000595
636.00,-0.000124
635.00,0.000407
634.00,0.000293
633.00,0.000862
632.00,0.000882
631.00,0.000441
630.00,0.000734
629.00,0.000633
628.00,0.000503
627.00,0.000809
626.00,0.000772
625.00,0.000841
624.00,0.000760
623.00,0.000744
622.00,0.001110
621.00,0.001202
620.00,0.001312
619.00,0.001047
618.00,0.001135
617.00,0.001423
616.00,0.001585
615.00,0.001526
614.00,0.001505
613.00,0.001828
612.00,0.001918
611.00,0.001935
610.00,0.002239
609.00,0.002499
608.00,0.002581
607.00,0.002632
606.00,0.003307
605.00,0.003126
604.00,0.003585
603.00,0.003878
602.00,0.003936
601.00,0.004604
600.00,0.005282
599.00,0.005562
598.00,0.006385
597.00,0.007006
596.00,0.007703
595.00,0.008374
594.00,0.009248
593.00,0.009891
592.00,0.011264
591.00,0.012241
590.00,0.013894
589.00,0.014815
588.00,0.016716
587.00,0.018145
586.00,0.020069
585.00,0.022183
584.00,0.024191
583.00,0.026482
582.00,0.028475
581.00,0.030974
580.00,0.033604
579.00,0.036660
578.00,0.039731
577.00,0.043079
576.00,0.046035
575.00,0.049293
574.00,0.052755
573.00,0.056422
572.00,0.059858
571.00,0.063289
570.00,0.066823
569.00,0.070315
568.00,0.073704
567.00,0.077506
566.00,0.080404
565.00,0.084027
564.00,0.086990
563.00,0.089889
562.00,0.092837
561.00,0.095164
560.00,0.097331
559.00,0.099881
558.00,0.101351
557.00,0.103301
556.00,0.105027
555.00,0.106300
554.00,0.107332
553.00,0.108746
552.00,0.109443
551.00,0.110216
550.00,0.110947
549.00,0.111734
548.00,0.111818
547.00,0.112140
546.00,0.112890
545.00,0.113232
544.00,0.113418
543.00,0.114013
542.00,0.114391
541.00,0.114613
540.00,0.115324
539.00,0.115602
538.00,0.116368
537.00,0.117016
536.00,0.117591
535.00,0.118242
534.00,0.118881
533.00,0.119849
532.00,0.120672
531.00,0.121500
530.00,0.122371
529.00,0.123027
528.00,0.124094
527.00,0.124680
526.00,0.125574
525.00,0.126170
524.00,0.126903
523.00,0.127729
522.00,0.128377
521.00,0.128969
520.00,0.129429
519.00,0.130022
518.00,0.130439
517.00,0.130922
516.00,0.130993
515.00,0.131422
514.00,0.131921
513.00,0.131894
512.00,0.132196
511.00,0.132516
510.00,0.132990
509.00,0.133548
508.00,0.133830
507.00,0.134458
506.00,0.134956
505.00,0.135606
504.00,0.136055
503.00,0.137250
502.00,0.138158
501.00,0.139058
500.00,0.140292
499.00,0.141484
498.00,0.142705
497.00,0.143967
496.00,0.145442
495.00,0.147056
494.00,0.148950
493.00,0.150643
492.00,0.152227
491.00,0.153659
490.00,0.155819
489.00,0.157746
488.00,0.159619
487.00,0.161499
486.00,0.163497
485.00,0.165546
484.00,0.167567
483.00,0.169532
482.00,0.171626
481.00,0.173726
480.00,0.175436
479.00,0.177338
478.00,0.179608
477.00,0.181415
476.00,0.183579
475.00,0.185595
474.00,0.187373
473.00,0.189138
472.00,0.191299
471.00,0.192896
470.00,0.194738
469.00,0.196428
468.00,0.198006
467.00,0.199590
466.00,0.201074
465.00,0.202869
464.00,0.204223
463.00,0.205799
462.00,0.207016
461.00,0.208280
460.00,0.209361
459.00,0.210530
458.00,0.211574
457.00,0.212394
456.00,0.213282
455.00,0.214120
454.00,0.214870
453.00,0.215545
452.00,0.216233
451.00,0.216528
450.00,0.216965
449.00,0.217480
448.00,0.217745
447.00,0.217934
446.00,0.218205
445.00,0.218365
444.00,0.218380
443.00,0.218521
442.00,0.218500
441.00,0.218405
440.00,0.218375
439.00,0.218242
438.00,0.218042
437.00,0.217967
436.00,0.217558
435.00,0.217480
434.00,0.217250
433.00,0.216931
432.00,0.216654
431.00,0.216220
430.00,0.216029
429.00,0.215495
428.00,0.215074
427.00,0.214804
426.00,0.214262
425.00,0.213796
424.00,0.213409
423.00,0.212914
422.00,0.212571
421.00,0.211907
420.00,0.211230
419.00,0.210742
418.00,0.210099
417.00,0.209315
416.00,0.208575
415.00,0.207825
414.00,0.206989
413.00,0.206131
412.00,0.205291
411.00,0.204299
410.00,0.203424
409.00,0.202092
408.00,0.200830
407.00,0.199814
406.00,0.198687
405.00,0.197408
404.00,0.195829
403.00,0.194314
402.00,0.192861
401.00,0.191136
400.00,0.189839
399.00,0.187937
398.00,0.186071
397.00,0.184101
396.00,0.181939
395.00,0.180106
394.00,0.178125
393.00,0.175905
392.00,0.173702
391.00,0.171372
390.00,0.168678
389.00,0.166554
388.00,0.164015
387.00,0.161608
386.00,0.158836
385.00,0.156114
384.00,0.153550
383.00,0.150938
382.00,0.148371
381.00,0.145773
380.00,0.142552
379.00,0.139965
378.00,0.137060
377.00,0.134344
376.00,0.131570
375.00,0.128913
374.00,0.125681
373.00,0.122803
372.00,0.120093
371.00,0.117436
370.00,0.114697
369.00,0.111891
368.00,0.108858
367.00,0.106210
366.00,0.103706
365.00,0.100929
364.00,0.098523
363.00,0.095819
362.00,0.093304
361.00,0.090799
360.00,0.088328
359.00,0.085868
358.00,0.083243
357.00,0.081023
356.00,0.078629
355.00,0.076359
354.00,0.074130
353.00,0.072310
352.00,0.070337
351.00,0.068106
350.00,0.065996
