basic methyl red
1/1/2006 12:59:45 PM
Wavelength (nm),Absorbance
364.00,0.024166
363.00,0.025005
362.00,0.025545
361.00,0.026394
360.00,0.026964
359.00,0.027745
358.00,0.028493
357.00,0.029087
356.00,0.029843
355.00,0.030505
354.00,0.031079
353.00,0.031796
352.00,0.032334
351.00,0.032901
350.00,0.033466


1
1/1/2006 1:11:03 PM
Wavelength (nm),Absorbance
850.00,0.000204
849.00,-0.000647
848.00,-0.000849
847.00,0.000530
846.00,-0.001047
845.00,-0.000243
844.00,0.000007
843.00,-0.001731
842.00,-0.000922
841.00,-0.000652
840.00,-0.000614
839.00,-0.000812
838.00,-0.000879
837.00,-0.000856
836.00,0.000158
835.00,-0.000366
834.00,-0.000346
833.00,-0.000644
832.00,0.000589
831.00,-0.000123
830.00,-0.000413
829.00,-0.000473
828.00,-0.000018
827.00,-0.000446
826.00,-0.000900
825.00,-0.000288
824.00,-0.000266
823.00,-0.000589
822.00,-0.000270
821.00,-0.000075
820.00,-0.000344
819.00,0.000308
818.00,0.000817
817.00,-0.000559
816.00,-0.000970
815.00,0.000017
814.00,-0.000805
813.00,0.001244
812.00,0.000262
811.00,0.000160
810.00,-0.000110
809.00,-0.001366
808.00,0.001028
807.00,-0.000464
806.00,-0.001375
805.00,0.000038
804.00,0.000070
803.00,0.000264
802.00,0.000915
801.00,0.001008
800.00,-0.000319
799.00,-0.000963
798.00,-0.000566
797.00,0.000273
796.00,0.000363
795.00,0.000062
794.00,0.001597
793.00,0.001412
792.00,0.001067
791.00,0.001407
790.00,0.001295
789.00,0.000638
788.00,0.001844
787.00,0.002110
786.00,0.000039
785.00,0.000248
784.00,-0.000397
783.00,0.000239
782.00,0.000888
781.00,0.001220
780.00,0.000369
779.00,0.000812
778.00,-0.000229
777.00,0.001376
776.00,0.000663
775.00,0.000175
774.00,0.001022
773.00,0.001333
772.00,-0.000199
771.00,-0.000465
770.00,0.001670
769.00,0.000556
768.00,0.000181
767.00,0.000950
766.00,0.000181
765.00,-0.000130
764.00,-0.000389
763.00,-0.000663
762.00,-0.000716
761.00,-0.000731
760.00,0.000761
759.00,-0.000224
758.00,0.000295
757.00,-0.000758
756.00,0.000161
755.00,-0.000015
754.00,-0.001388
753.00,-0.000069
752.00,0.000306
751.00,-0.000352
750.00,-0.000066
749.00,-0.000210
748.00,0.000784
747.00,-0.000306
746.00,0.000561
745.00,0.000723
744.00,-0.000401
743.00,0.000375
742.00,-0.000254
741.00,-0.000159
740.00,-0.000224
739.00,-0.000760
738.00,-0.000998
737.00,-0.000280
736.00,0.000064
735.00,0.000208
734.00,0.000129
733.00,0.000166
732.00,0.000326
731.00,0.000032
730.00,0.000420
729.00,-0.000486
728.00,0.000183
727.00,0.000403
726.00,-0.000453
725.00,-0.000456
724.00,-0.000141
723.00,0.000415
722.00,0.000530
721.00,-0.000003
720.00,0.000041
719.00,-0.000313
718.00,0.000291
717.00,-0.000530
716.00,0.000602
715.00,0.000095
714.00,0.000128
713.00,0.000316
712.00,0.000324
711.00,0.000159
710.00,0.000311
709.00,-0.000080
708.00,0.000017
707.00,-0.000088
706.00,0.000150
705.00,-0.000372
704.00,-0.000322
703.00,0.000269
702.00,0.000019
701.00,0.000268
700.00,0.000002
699.00,0.000266
698.00,0.000137
697.00,-0.000276
696.00,-0.000032
695.00,0.000144
694.00,0.000271
693.00,-0.000092
692.00,0.000460
691.00,0.000084
690.00,0.000028
689.00,0.000487
688.00,0.000283
687.00,0.000435
686.00,0.000192
685.00,0.000376
684.00,0.000328
683.00,0.000332
682.00,0.000262
681.00,0.000176
680.00,0.000157
679.00,0.000244
678.00,0.000281
677.00,0.000347
676.00,0.000303
675.00,0.000165
674.00,0.000521
673.00,0.000111
672.00,0.000059
671.00,0.000590
670.00,0.000429
669.00,0.000778
668.00,0.000409
667.00,0.000372
666.00,0.000645
665.00,0.000504
664.00,-0.000181
663.00,0.000343
662.00,-0.000071
661.00,0.000360
660.00,0.000350
659.00,0.000263
658.00,0.000701
657.00,0.000851
656.00,0.000569
655.00,0.000419
654.00,0.000529
653.00,0.000593
652.00,0.000644
651.00,0.000741
650.00,0.000589
649.00,0.000419
648.00,0.001312
647.00,0.000497
646.00,0.001225
645.00,0.000728
644.00,0.000683
643.00,0.000688
642.00,0.001306
641.00,0.001050
640.00,0.000551
639.00,0.001257
638.00,0.001263
637.00,0.000632
636.00,0.000561
635.00,0.000935
634.00,0.000935
633.00,0.001203
632.00,0.000883
631.00,0.001490
630.00,0.001436
629.00,0.001308
628.00,0.001360
627.00,0.001529
626.00,0.001927
625.00,0.001698
624.00,0.002040
623.00,0.002021
622.00,0.002193
621.00,0.002538
620.00,0.002194
619.00,0.002517
618.00,0.002720
617.00,0.003143
616.00,0.003431
615.00,0.004021
614.00,0.004040
613.00,0.004741
612.00,0.004781
611.00,0.005026
610.00,0.005784
609.00,0.006352
608.00,0.007092
607.00,0.007466
606.00,0.008917
605.00,0.009235
604.00,0.010210
603.00,0.011468
602.00,0.012235
601.00,0.014229
600.00,0.016031
599.00,0.017246
598.00,0.019310
597.00,0.021319
596.00,0.023689
595.00,0.026395
594.00,0.029907
593.00,0.032627
592.00,0.036182
591.00,0.039996
590.00,0.044701
589.00,0.049881
588.00,0.055155
587.00,0.061035
586.00,0.066942
585.00,0.074573
584.00,0.081728
583.00,0.089477
582.00,0.097344
581.00,0.106110
580.00,0.115439
579.00,0.125528
578.00,0.136500
577.00,0.147509
576.00,0.158625
575.00,0.169895
574.00,0.181789
573.00,0.194695
572.00,0.206640
571.00,0.219013
570.00,0.231292
569.00,0.242706
568.00,0.255444
567.00,0.268038
566.00,0.279436
565.00,0.290255
564.00,0.301500
563.00,0.311275
562.00,0.321549
561.00,0.330035
560.00,0.337851
559.00,0.345486
558.00,0.351615
557.00,0.357959
556.00,0.364268
555.00,0.368306
554.00,0.372120
553.00,0.375674
552.00,0.378592
551.00,0.381084
550.00,0.383349
549.00,0.385247
548.00,0.386567
547.00,0.387681
546.00,0.388778
545.00,0.389863
544.00,0.390404
543.00,0.391378
542.00,0.392280
541.00,0.393047
540.00,0.394065
539.00,0.394903
538.00,0.396391
537.00,0.397680
536.00,0.399019
535.00,0.400067
534.00,0.401623
533.00,0.403210
532.00,0.404492
531.00,0.405965
530.00,0.407592
529.00,0.408653
528.00,0.409784
527.00,0.410627
526.00,0.411071
525.00,0.411705
524.00,0.411671
523.00,0.411476
522.00,0.410658
521.00,0.409930
520.00,0.408363
519.00,0.406867
518.00,0.404816
517.00,0.402447
516.00,0.399234
515.00,0.396270
514.00,0.393333
513.00,0.389513
512.00,0.385486
511.00,0.381456
510.00,0.376912
509.00,0.373072
508.00,0.368579
507.00,0.363840
506.00,0.359050
505.00,0.354575
504.00,0.349838
503.00,0.345605
502.00,0.341678
501.00,0.336629
500.00,0.332226
499.00,0.328057
498.00,0.323208
497.00,0.319368
496.00,0.315429
495.00,0.310904
494.00,0.306615
493.00,0.302472
492.00,0.298955
491.00,0.294858
490.00,0.290838
489.00,0.286431
488.00,0.282144
487.00,0.278322
486.00,0.274157
485.00,0.270127
484.00,0.266204
483.00,0.261786
482.00,0.257825
481.00,0.253574
480.00,0.249636
479.00,0.245793
478.00,0.241990
477.00,0.237350
476.00,0.233744
475.00,0.230143
474.00,0.226045
473.00,0.222501
472.00,0.218874
471.00,0.214983
470.00,0.211748
469.00,0.208174
468.00,0.205261
467.00,0.201903
466.00,0.198359
465.00,0.195431
464.00,0.192444
463.00,0.189418
462.00,0.186933
461.00,0.183616
460.00,0.180946
459.00,0.178304
458.00,0.175613
457.00,0.173048
456.00,0.170420
455.00,0.167776
454.00,0.165179
453.00,0.162793
452.00,0.160552
451.00,0.158243
450.00,0.155996
449.00,0.153580
448.00,0.151434
447.00,0.149229
446.00,0.147312
445.00,0.145591
444.00,0.143370
443.00,0.141494
442.00,0.139587
441.00,0.137784
440.00,0.136043
439.00,0.134379
438.00,0.132610
437.00,0.131014
436.00,0.129421
435.00,0.127978
434.00,0.126539
433.00,0.125253
432.00,0.123678
431.00,0.122323
430.00,0.120962
429.00,0.119897
428.00,0.118597
427.00,0.117487
426.00,0.116267
425.00,0.115197
424.00,0.114110
423.00,0.113136
422.00,0.112172
421.00,0.111205
420.00,0.110225
419.00,0.109174
418.00,0.108511
417.00,0.107503
416.00,0.106635
415.00,0.105695
414.00,0.104627
413.00,0.103827
412.00,0.103021
411.00,0.102243
410.00,0.101133
409.00,0.100448
408.00,0.099364
407.00,0.098366
406.00,0.097722
405.00,0.096810
404.00,0.095806
403.00,0.094813
402.00,0.093883
401.00,0.092988
400.00,0.091986
399.00,0.091050
398.00,0.089945
397.00,0.089033
396.00,0.087988
395.00,0.086934
394.00,0.086091
393.00,0.084975
392.00,0.084028
391.00,0.082803
390.00,0.081607
389.00,0.080682
388.00,0.079429
387.00,0.078440
386.00,0.077093
385.00,0.076342
384.00,0.074800
383.00,0.073970
382.00,0.072812
381.00,0.071603
380.00,0.070591
379.00,0.069472
378.00,0.068349
377.00,0.067349
376.00,0.066130
375.00,0.065388
374.00,0.064269
373.00,0.063099
372.00,0.062206
371.00,0.061156
370.00,0.060178
369.00,0.059345
368.00,0.058388
367.00,0.057835
366.00,0.056736
365.00,0.055896
364.00,0.055180
363.00,0.054689
362.00,0.053835
361.00,0.053184
360.00,0.052664
359.00,0.051795
358.00,0.051368
357.00,0.050814
356.00,0.050148
355.00,0.049703
354.00,0.049229
353.00,0.048623
352.00,0.048183
351.00,0.047650
350.00,0.047037


2
1/1/2006 1:12:39 PM
Wavelength (nm),Absorbance
850.00,-0.000244
849.00,0.000374
848.00,0.000241
847.00,0.000990
846.00,-0.000677
845.00,0.000321
844.00,0.000049
843.00,-0.001033
842.00,0.000449
841.00,0.000099
840.00,0.000533
839.00,0.000024
838.00,-0.000028
837.00,-0.000706
836.00,0.000505
835.00,0.000321
834.00,0.000672
833.00,-0.000604
832.00,0.000802
831.00,0.000755
830.00,0.000384
829.00,0.000400
828.00,0.000415
827.00,0.000739
826.00,0.000693
825.00,0.000002
824.00,0.000438
823.00,0.000296
822.00,0.000323
821.00,0.000474
820.00,0.000564
819.00,0.000373
818.00,0.000777
817.00,0.000769
816.00,0.001105
815.00,0.000385
814.00,0.000301
813.00,0.001147
812.00,0.000442
811.00,0.000442
810.00,0.001207
809.00,-0.000111
808.00,0.000252
807.00,-0.000341
806.00,0.000554
805.00,0.001051
804.00,0.001112
803.00,0.000994
802.00,0.001194
801.00,0.001091
800.00,0.001655
799.00,0.001314
798.00,0.000977
797.00,0.001050
796.00,0.000729
795.00,-0.000372
794.00,0.001139
793.00,0.000881
792.00,0.001514
791.00,0.001179
790.00,0.001369
789.00,0.001219
788.00,0.001875
787.00,0.001053
786.00,0.000917
785.00,0.001328
784.00,0.000183
783.00,0.000083
782.00,0.000698
781.00,0.001180
780.00,0.001526
779.00,-0.000198
778.00,-0.000398
777.00,0.001472
776.00,0.001039
775.00,0.000246
774.00,0.000249
773.00,0.001061
772.00,-0.000492
771.00,0.000600
770.00,0.001902
769.00,0.002082
768.00,0.000071
767.00,0.001436
766.00,0.000269
765.00,0.000879
764.00,0.000786
763.00,0.000615
762.00,0.000396
761.00,0.000160
760.00,0.000908
759.00,-0.000677
758.00,0.001706
757.00,0.000645
756.00,0.000437
755.00,0.000533
754.00,0.000360
753.00,0.000467
752.00,0.000601
751.00,0.000962
750.00,0.000149
749.00,0.001352
748.00,0.001176
747.00,0.000583
746.00,0.001087
745.00,0.001252
744.00,0.001150
743.00,0.001241
742.00,0.000837
741.00,0.000480
740.00,0.001247
739.00,0.000622
738.00,0.000825
737.00,0.000651
736.00,0.000786
735.00,0.001804
734.00,-0.000017
733.00,0.000854
732.00,0.001094
731.00,0.000464
730.00,0.000528
729.00,0.000625
728.00,0.001229
727.00,0.001528
726.00,0.000648
725.00,0.001083
724.00,0.000667
723.00,0.000500
722.00,0.001234
721.00,0.001299
720.00,0.000945
719.00,0.000831
718.00,0.001045
717.00,0.001291
716.00,0.000842
715.00,0.000913
714.00,0.001314
713.00,0.001565
712.00,0.001445
711.00,0.001030
710.00,0.001315
709.00,0.000984
708.00,0.001021
707.00,0.001341
706.00,0.001115
705.00,0.000812
704.00,0.000711
703.00,0.001430
702.00,0.000796
701.00,0.001373
700.00,0.001133
699.00,0.001517
698.00,0.001412
697.00,0.000914
696.00,0.001081
695.00,0.001296
694.00,0.001052
693.00,0.001082
692.00,0.001225
691.00,0.001077
690.00,0.001232
689.00,0.001561
688.00,0.001394
687.00,0.001314
686.00,0.001206
685.00,0.001213
684.00,0.001318
683.00,0.001418
682.00,0.001338
681.00,0.001163
680.00,0.001215
679.00,0.001221
678.00,0.001170
677.00,0.001112
676.00,0.001359
675.00,0.001289
674.00,0.001753
673.00,0.001153
672.00,0.001490
671.00,0.001504
670.00,0.001200
669.00,0.001576
668.00,0.001399
667.00,0.001461
666.00,0.001480
665.00,0.001423
664.00,0.001276
663.00,0.001752
662.00,0.001713
661.00,0.001391
660.00,0.001351
659.00,0.001500
658.00,0.001302
657.00,0.001838
656.00,0.001455
655.00,0.001184
654.00,0.001664
653.00,0.001691
652.00,0.001471
651.00,0.001478
650.00,0.001629
649.00,0.001639
648.00,0.002267
647.00,0.001402
646.00,0.001865
645.00,0.001958
644.00,0.001682
643.00,0.001921
642.00,0.001738
641.00,0.001911
640.00,0.001825
639.00,0.002221
638.00,0.002089
637.00,0.001861
636.00,0.001442
635.00,0.002096
634.00,0.002045
633.00,0.002457
632.00,0.002216
631.00,0.002260
630.00,0.002607
629.00,0.002159
628.00,0.002370
627.00,0.002507
626.00,0.002638
625.00,0.002804
624.00,0.003320
623.00,0.002961
622.00,0.003214
621.00,0.003189
620.00,0.003232
619.00,0.003390
618.00,0.003565
617.00,0.003819
616.00,0.004582
615.00,0.004614
614.00,0.004853
613.00,0.005290
612.00,0.005650
611.00,0.005909
610.00,0.006667
609.00,0.006911
608.00,0.007409
607.00,0.008014
606.00,0.008966
605.00,0.009661
604.00,0.010319
603.00,0.011333
602.00,0.012131
601.00,0.014041
600.00,0.015646
599.00,0.016567
598.00,0.018465
597.00,0.020334
596.00,0.022500
595.00,0.024928
594.00,0.027676
593.00,0.030213
592.00,0.033584
591.00,0.036867
590.00,0.041166
589.00,0.045474
588.00,0.050320
587.00,0.055440
586.00,0.060824
585.00,0.067383
584.00,0.073830
583.00,0.080874
582.00,0.087778
581.00,0.095551
580.00,0.103390
579.00,0.112601
578.00,0.122486
577.00,0.132208
576.00,0.142351
575.00,0.152073
574.00,0.162640
573.00,0.174590
572.00,0.184821
571.00,0.195918
570.00,0.206620
569.00,0.216788
568.00,0.228108
567.00,0.239257
566.00,0.249476
565.00,0.259339
564.00,0.269022
563.00,0.277787
562.00,0.286940
561.00,0.294393
560.00,0.301786
559.00,0.307935
558.00,0.313768
557.00,0.319092
556.00,0.324804
555.00,0.328483
554.00,0.331659
553.00,0.335145
552.00,0.337623
551.00,0.339919
550.00,0.341645
549.00,0.343496
548.00,0.344414
547.00,0.345527
546.00,0.346457
545.00,0.347429
544.00,0.347893
543.00,0.348882
542.00,0.349685
541.00,0.350267
540.00,0.351276
539.00,0.352118
538.00,0.353388
537.00,0.354545
536.00,0.355498
535.00,0.356906
534.00,0.358187
533.00,0.359666
532.00,0.361033
531.00,0.362258
530.00,0.363714
529.00,0.364702
528.00,0.365893
527.00,0.366555
526.00,0.367300
525.00,0.367903
524.00,0.367901
523.00,0.367924
522.00,0.367364
521.00,0.366433
520.00,0.365719
519.00,0.364342
518.00,0.362608
517.00,0.360807
516.00,0.358138
515.00,0.355618
514.00,0.353116
513.00,0.350225
512.00,0.346805
511.00,0.343122
510.00,0.339923
509.00,0.336462
508.00,0.332731
507.00,0.329123
506.00,0.324893
505.00,0.321268
504.00,0.317481
503.00,0.314131
502.00,0.310966
501.00,0.306919
500.00,0.303104
499.00,0.300059
498.00,0.296455
497.00,0.293229
496.00,0.290179
495.00,0.286780
494.00,0.283631
493.00,0.280410
492.00,0.277654
491.00,0.274478
490.00,0.271386
489.00,0.268189
488.00,0.264973
487.00,0.262112
486.00,0.258988
485.00,0.255941
484.00,0.253052
483.00,0.249842
482.00,0.246785
481.00,0.243783
480.00,0.240533
479.00,0.237953
478.00,0.234843
477.00,0.231507
476.00,0.228873
475.00,0.226151
474.00,0.223196
473.00,0.220504
472.00,0.218046
471.00,0.215072
470.00,0.212524
469.00,0.210007
468.00,0.207784
467.00,0.205291
466.00,0.202764
465.00,0.200468
464.00,0.198088
463.00,0.195973
462.00,0.194111
461.00,0.191649
460.00,0.189530
459.00,0.187546
458.00,0.185554
457.00,0.183573
456.00,0.181635
455.00,0.179515
454.00,0.177360
453.00,0.175679
452.00,0.173827
451.00,0.171975
450.00,0.170182
449.00,0.168348
448.00,0.166529
447.00,0.164903
446.00,0.163349
445.00,0.161861
444.00,0.160163
443.00,0.158419
442.00,0.157009
441.00,0.155331
440.00,0.154104
439.00,0.152554
438.00,0.151061
437.00,0.149630
436.00,0.148369
435.00,0.147293
434.00,0.145971
433.00,0.144701
432.00,0.143478
431.00,0.142267
430.00,0.141178
429.00,0.140196
428.00,0.138871
427.00,0.137989
426.00,0.137004
425.00,0.135916
424.00,0.135001
423.00,0.134156
422.00,0.133386
421.00,0.132356
420.00,0.131321
419.00,0.130548
418.00,0.129742
417.00,0.128871
416.00,0.127874
415.00,0.127065
414.00,0.126018
413.00,0.125148
412.00,0.124413
411.00,0.123324
410.00,0.122624
409.00,0.121615
408.00,0.120579
407.00,0.119753
406.00,0.118594
405.00,0.117823
404.00,0.116779
403.00,0.115670
402.00,0.114741
401.00,0.113594
400.00,0.112607
399.00,0.111512
398.00,0.110135
397.00,0.109077
396.00,0.107702
395.00,0.106481
394.00,0.105500
393.00,0.104198
392.00,0.103001
391.00,0.101588
390.00,0.100028
389.00,0.098939
388.00,0.097511
387.00,0.096105
386.00,0.094502
385.00,0.093253
384.00,0.091903
383.00,0.090447
382.00,0.089222
381.00,0.087895
380.00,0.086120
379.00,0.084976
378.00,0.083463
377.00,0.082145
376.00,0.080804
375.00,0.079336
374.00,0.078061
373.00,0.076507
372.00,0.075370
371.00,0.073932
370.00,0.072791
369.00,0.071288
368.00,0.069949
367.00,0.069025
366.00,0.067924
365.00,0.066703
364.00,0.065759
363.00,0.064648
362.00,0.063467
361.00,0.062624
360.00,0.061792
359.00,0.060590
358.00,0.059768
357.00,0.058832
356.00,0.057816
355.00,0.057044
354.00,0.056209
353.00,0.055560
352.00,0.054616
351.00,0.053849
350.00,0.052945


3
1/1/2006 1:14:24 PM
Wavelength (nm),Absorbance
850.00,-0.000982
849.00,0.000738
848.00,-0.001388
847.00,-0.000212
846.00,-0.000751
845.00,-0.001009
844.00,0.001012
843.00,-0.000979
842.00,-0.000263
841.00,-0.000329
840.00,-0.000207
839.00,-0.000133
838.00,-0.000055
837.00,-0.000470
836.00,0.000210
835.00,-0.000220
834.00,-0.000066
833.00,-0.000159
832.00,0.000101
831.00,-0.000196
830.00,0.000270
829.00,-0.000072
828.00,0.000050
827.00,0.000240
826.00,-0.000184
825.00,-0.000148
824.00,0.000110
823.00,-0.000334
822.00,0.000011
821.00,-0.000410
820.00,-0.000203
819.00,-0.000054
818.00,0.000354
817.00,-0.000291
816.00,0.000816
815.00,0.000785
814.00,0.000886
813.00,0.001543
812.00,-0.000255
811.00,-0.001169
810.00,0.000094
809.00,-0.000287
808.00,0.000957
807.00,0.000239
806.00,-0.000364
805.00,-0.000567
804.00,0.000605
803.00,-0.000286
802.00,-0.000319
801.00,0.000954
800.00,0.000110
799.00,0.000497
798.00,0.000083
797.00,0.000411
796.00,0.000005
795.00,-0.000768
794.00,0.001503
793.00,-0.000133
792.00,0.001174
791.00,0.000003
790.00,0.001158
789.00,0.001210
788.00,0.000816
787.00,-0.000195
786.00,-0.000359
785.00,-0.000309
784.00,-0.000843
783.00,-0.000147
782.00,0.000150
781.00,0.000846
780.00,0.000744
779.00,-0.000149
778.00,-0.001251
777.00,0.000636
776.00,0.000508
775.00,0.000720
774.00,0.000301
773.00,-0.000404
772.00,-0.000878
771.00,0.000240
770.00,0.000174
769.00,0.000430
768.00,-0.000547
767.00,0.000367
766.00,-0.000313
765.00,0.000185
764.00,0.000063
763.00,-0.000068
762.00,-0.001464
761.00,-0.000194
760.00,0.000178
759.00,0.000460
758.00,0.000626
757.00,0.000579
756.00,-0.000513
755.00,-0.000307
754.00,-0.000975
753.00,-0.000569
752.00,0.000233
751.00,0.000017
750.00,-0.000636
749.00,-0.000226
748.00,0.000475
747.00,-0.000356
746.00,0.000584
745.00,0.000834
744.00,0.000669
743.00,0.000609
742.00,-0.000131
741.00,-0.000078
740.00,0.000145
739.00,-0.000290
738.00,-0.000406
737.00,0.000074
736.00,0.000577
735.00,0.000536
734.00,0.000034
733.00,0.000739
732.00,0.000711
731.00,-0.000253
730.00,-0.000372
729.00,-0.000023
728.00,0.000344
727.00,0.000490
726.00,-0.000102
725.00,0.000458
724.00,0.000211
723.00,-0.000719
722.00,0.000148
721.00,0.000503
720.00,0.000059
719.00,-0.000049
718.00,0.000241
717.00,0.000310
716.00,0.000656
715.00,0.000123
714.00,0.000090
713.00,0.000344
712.00,0.000253
711.00,0.000462
710.00,0.000246
709.00,0.000079
708.00,0.000476
707.00,0.000683
706.00,-0.000216
705.00,0.000019
704.00,-0.000467
703.00,0.000143
702.00,0.000109
701.00,0.000115
700.00,0.000274
699.00,0.000367
698.00,0.000210
697.00,0.000187
696.00,0.000092
695.00,0.000386
694.00,0.000153
693.00,0.000678
692.00,0.000801
691.00,0.000096
690.00,0.000383
689.00,0.000523
688.00,0.000496
687.00,0.000166
686.00,0.000233
685.00,0.000602
684.00,0.000525
683.00,0.000452
682.00,0.000462
681.00,0.000492
680.00,0.000331
679.00,0.000182
678.00,0.000295
677.00,0.000559
676.00,0.000306
675.00,0.000469
674.00,0.000659
673.00,0.000294
672.00,0.000540
671.00,0.000715
670.00,0.000858
669.00,0.000931
668.00,0.000625
667.00,0.000450
666.00,0.000088
665.00,0.000831
664.00,0.000679
663.00,0.000726
662.00,0.000371
661.00,0.000573
660.00,0.000302
659.00,0.000316
658.00,0.000290
657.00,0.001051
656.00,0.000908
655.00,0.000205
654.00,0.000481
653.00,0.000894
652.00,0.000522
651.00,0.000367
650.00,0.000675
649.00,0.000566
648.00,0.001089
647.00,0.000325
646.00,0.000810
645.00,0.001060
644.00,0.000833
643.00,0.000680
642.00,0.001026
641.00,0.001165
640.00,0.001038
639.00,0.001438
638.00,0.001089
637.00,0.000970
636.00,0.000956
635.00,0.001000
634.00,0.000919
633.00,0.000940
632.00,0.001376
631.00,0.000715
630.00,0.001568
629.00,0.001370
628.00,0.001114
627.00,0.001500
626.00,0.001825
625.00,0.001701
624.00,0.002106
623.00,0.001730
622.00,0.001970
621.00,0.002262
620.00,0.002065
619.00,0.002355
618.00,0.002569
617.00,0.002562
616.00,0.002821
615.00,0.003338
614.00,0.003276
613.00,0.003788
612.00,0.003739
611.00,0.004293
610.00,0.004724
609.00,0.005242
608.00,0.005386
607.00,0.006073
606.00,0.006948
605.00,0.007123
604.00,0.007833
603.00,0.008610
602.00,0.009421
601.00,0.010735
600.00,0.011895
599.00,0.012886
598.00,0.014445
597.00,0.015823
596.00,0.017341
595.00,0.019305
594.00,0.021770
593.00,0.023756
592.00,0.026382
591.00,0.029281
590.00,0.032479
589.00,0.036044
588.00,0.039850
587.00,0.044002
586.00,0.048387
585.00,0.053583
584.00,0.059158
583.00,0.064262
582.00,0.069826
581.00,0.076101
580.00,0.082226
579.00,0.089828
578.00,0.097694
577.00,0.105697
576.00,0.113469
575.00,0.121198
574.00,0.129731
573.00,0.139139
572.00,0.147353
571.00,0.156198
570.00,0.164775
569.00,0.173173
568.00,0.182150
567.00,0.191087
566.00,0.199037
565.00,0.206811
564.00,0.214499
563.00,0.221415
562.00,0.228969
561.00,0.234976
560.00,0.240782
559.00,0.245747
558.00,0.250275
557.00,0.254613
556.00,0.259155
555.00,0.261933
554.00,0.264819
553.00,0.267166
552.00,0.269601
551.00,0.271209
550.00,0.272818
549.00,0.274442
548.00,0.275225
547.00,0.276040
546.00,0.276676
545.00,0.277417
544.00,0.277950
543.00,0.278676
542.00,0.279523
541.00,0.280030
540.00,0.280799
539.00,0.281770
538.00,0.282529
537.00,0.283695
536.00,0.284729
535.00,0.285788
534.00,0.286792
533.00,0.288164
532.00,0.289281
531.00,0.290565
530.00,0.291668
529.00,0.292634
528.00,0.293616
527.00,0.294521
526.00,0.295032
525.00,0.295478
524.00,0.295811
523.00,0.296287
522.00,0.296002
521.00,0.295633
520.00,0.295110
519.00,0.294333
518.00,0.293266
517.00,0.291970
516.00,0.290197
515.00,0.288390
514.00,0.286955
513.00,0.284613
512.00,0.282507
511.00,0.280041
510.00,0.277716
509.00,0.275591
508.00,0.272981
507.00,0.270702
506.00,0.267862
505.00,0.265433
504.00,0.262965
503.00,0.260627
502.00,0.258740
501.00,0.256211
500.00,0.253748
499.00,0.252110
498.00,0.249631
497.00,0.247922
496.00,0.246249
495.00,0.244340
494.00,0.242626
493.00,0.240729
492.00,0.239401
491.00,0.237726
490.00,0.236273
489.00,0.234453
488.00,0.232835
487.00,0.231232
486.00,0.229629
485.00,0.228214
484.00,0.226689
483.00,0.225089
482.00,0.223496
481.00,0.221960
480.00,0.220430
479.00,0.218952
478.00,0.217546
477.00,0.215908
476.00,0.214583
475.00,0.213141
474.00,0.211739
473.00,0.210306
472.00,0.209136
471.00,0.207655
470.00,0.206497
469.00,0.205169
468.00,0.204040
467.00,0.202727
466.00,0.201399
465.00,0.200340
464.00,0.199236
463.00,0.197988
462.00,0.197063
461.00,0.195742
460.00,0.194659
459.00,0.193539
458.00,0.192379
457.00,0.191489
456.00,0.190242
455.00,0.189069
454.00,0.187727
453.00,0.186688
452.00,0.185733
451.00,0.184594
450.00,0.183397
449.00,0.182199
448.00,0.181032
447.00,0.179895
446.00,0.178952
445.00,0.177940
444.00,0.176676
443.00,0.175642
442.00,0.174550
441.00,0.173400
440.00,0.172511
439.00,0.171374
438.00,0.170319
437.00,0.169408
436.00,0.168345
435.00,0.167522
434.00,0.166423
433.00,0.165620
432.00,0.164558
431.00,0.163661
430.00,0.162736
429.00,0.161986
428.00,0.160939
427.00,0.160088
426.00,0.159263
425.00,0.158494
424.00,0.157672
423.00,0.156960
422.00,0.156171
421.00,0.155397
420.00,0.154396
419.00,0.153779
418.00,0.153031
417.00,0.152161
416.00,0.151200
415.00,0.150476
414.00,0.149584
413.00,0.148656
412.00,0.147803
411.00,0.146750
410.00,0.146111
409.00,0.144794
408.00,0.143847
407.00,0.142883
406.00,0.141900
405.00,0.140754
404.00,0.139655
403.00,0.138219
402.00,0.137341
401.00,0.135955
400.00,0.134760
399.00,0.133599
398.00,0.132140
397.00,0.130717
396.00,0.129045
395.00,0.127728
394.00,0.126485
393.00,0.124818
392.00,0.123302
391.00,0.121765
390.00,0.119659
389.00,0.118228
388.00,0.116477
387.00,0.114901
386.00,0.112762
385.00,0.111210
384.00,0.109546
383.00,0.107615
382.00,0.105943
381.00,0.104192
380.00,0.102028
379.00,0.100514
378.00,0.098615
377.00,0.096814
376.00,0.095038
375.00,0.093277
374.00,0.091251
373.00,0.089480
372.00,0.087590
371.00,0.086060
370.00,0.084080
369.00,0.082447
368.00,0.080475
367.00,0.079190
366.00,0.077564
365.00,0.075774
364.00,0.074485
363.00,0.072847
362.00,0.071277
361.00,0.069937
360.00,0.068546
359.00,0.067003
358.00,0.065731
357.00,0.064309
356.00,0.062905
355.00,0.061621
354.00,0.060687
353.00,0.059374
352.00,0.057997
351.00,0.056848
350.00,0.055697


4
1/1/2006 1:16:13 PM
Wavelength (nm),Absorbance
