Wavelength (nm),basic,Acid,10-10,12-8,14-6,16-4,18-2
696.00,-0.003764,-0.005440,-0.000781,-0.004266,0.000807,-0.004871,-0.000749
695.50,-0.002741,-0.004148,-0.000258,-0.004326,0.001016,-0.003462,0.000071
695.00,-0.004106,-0.004425,-0.001733,-0.004790,-0.000508,-0.005182,-0.000826
694.50,-0.002175,-0.004757,0.000905,-0.004949,0.000843,-0.004963,-0.000069
694.00,-0.004068,-0.004573,0.000416,-0.004418,-0.000758,-0.005298,-0.000731
693.50,-0.003551,-0.005898,-0.001103,-0.005310,-0.000716,-0.005012,-0.001817
693.00,-0.004511,-0.006107,-0.000554,-0.005049,-0.000697,-0.005858,-0.000878
692.50,-0.003655,-0.005289,-0.000790,-0.004887,-0.000004,-0.004049,-0.001063
692.00,-0.003355,-0.004253,-0.000280,-0.004504,-0.000112,-0.003963,0.000215
691.50,-0.002800,-0.003968,0.000484,-0.004410,0.001185,-0.004246,0.000873
691.00,-0.005423,-0.006006,-0.000737,-0.005109,-0.000978,-0.005500,-0.001082
690.50,-0.003520,-0.004681,-0.000567,-0.004166,-0.000396,-0.004775,0.000197
690.00,-0.002877,-0.005768,0.000020,-0.004727,-0.000401,-0.005098,-0.000644
689.50,-0.003234,-0.005460,-0.000202,-0.005407,-0.000120,-0.005896,-0.000462
689.00,-0.004048,-0.004704,-0.000012,-0.004592,-0.000607,-0.004603,0.000106
688.50,-0.003936,-0.005501,-0.000824,-0.005202,0.000335,-0.005446,-0.000768
688.00,-0.002614,-0.004973,0.000044,-0.004853,0.000441,-0.004212,-0.000473
687.50,-0.003679,-0.004982,-0.000851,-0.003491,0.000511,-0.004185,-0.000068
687.00,-0.002610,-0.004230,0.000315,-0.004403,0.000523,-0.004214,0.000843
686.50,-0.003907,-0.005813,-0.000805,-0.004319,0.000229,-0.004733,-0.001531
686.00,-0.001827,-0.003577,0.001104,-0.003071,0.000913,-0.002978,0.001052
685.50,-0.003620,-0.005151,-0.000500,-0.005617,-0.000918,-0.004167,-0.000692
685.00,-0.003779,-0.004737,-0.000003,-0.004564,0.000525,-0.004229,-0.000140
684.50,-0.003094,-0.004110,-0.000835,-0.004684,0.000122,-0.003566,-0.000568
684.00,-0.003319,-0.004689,0.000062,-0.005112,0.000132,-0.004108,-0.000205
683.50,-0.004149,-0.005496,-0.000319,-0.004863,-0.000741,-0.004669,-0.001182
683.00,-0.002894,-0.004280,-0.000032,-0.003770,0.000566,-0.004227,0.000440
682.50,-0.003991,-0.005064,-0.000050,-0.004862,-0.000133,-0.004248,-0.000824
682.00,-0.003012,-0.003780,-0.000123,-0.004350,0.000385,-0.004754,-0.000325
681.50,-0.004228,-0.004180,-0.000749,-0.004890,0.000296,-0.004113,-0.000253
681.00,-0.004430,-0.004569,-0.000063,-0.004727,-0.000721,-0.004273,-0.000693
680.50,-0.002264,-0.003992,0.000592,-0.004349,0.000537,-0.003469,-0.000398
680.00,-0.003552,-0.004529,0.000086,-0.004738,-0.000315,-0.003978,-0.000630
679.50,-0.003505,-0.004542,-0.000151,-0.004750,0.000108,-0.004856,-0.001254
679.00,-0.002642,-0.004204,-0.000291,-0.003540,0.001017,-0.003959,0.000311
678.50,-0.002032,-0.002867,0.000932,-0.002483,0.001553,-0.002488,0.001124
678.00,-0.004096,-0.004610,-0.000023,-0.005159,-0.000034,-0.004106,-0.000341
677.50,-0.003981,-0.004782,-0.000279,-0.004440,0.000216,-0.004256,-0.000947
677.00,-0.002916,-0.002945,0.001168,-0.002970,0.001364,-0.003175,0.001322
676.50,-0.002334,-0.004316,0.000498,-0.003315,0.000948,-0.003555,-0.000017
676.00,-0.003447,-0.004221,-0.000054,-0.004048,0.001039,-0.003070,0.000405
675.50,-0.003931,-0.004509,0.001287,-0.004237,0.000899,-0.004135,0.001407
675.00,-0.001995,-0.003586,0.001246,-0.003825,0.001031,-0.003728,0.001179
674.50,-0.004382,-0.005156,-0.000652,-0.004727,-0.000655,-0.004847,-0.000599
674.00,-0.004102,-0.005775,-0.000966,-0.005123,-0.000574,-0.004958,-0.000389
673.50,-0.003908,-0.005401,-0.000031,-0.004924,0.000072,-0.004763,-0.001246
673.00,-0.003764,-0.005559,0.000778,-0.004796,-0.000022,-0.005401,0.000260
672.50,-0.003654,-0.005132,0.000872,-0.004607,0.000485,-0.003628,0.000193
672.00,-0.004891,-0.005273,0.000103,-0.006430,-0.000297,-0.005319,-0.000697
671.50,-0.003105,-0.005025,0.001191,-0.005448,0.001272,-0.002978,0.001068
671.00,-0.002328,-0.003646,0.001567,-0.004358,0.000289,-0.003337,0.001466
670.50,-0.004869,-0.004029,-0.000865,-0.004427,0.000243,-0.005921,-0.000961
670.00,-0.003840,-0.005665,-0.000210,-0.003918,0.001384,-0.003769,0.001649
669.50,-0.004304,-0.006659,-0.000725,-0.006652,-0.000280,-0.006800,-0.001192
669.00,-0.004969,-0.003082,0.000458,-0.005279,0.001611,-0.005184,0.000813
668.50,-0.004621,-0.006308,0.002521,-0.005579,0.000105,-0.004585,0.000722
668.00,-0.004157,-0.003850,0.001038,-0.003778,0.002849,-0.004382,0.000846
667.50,-0.005768,-0.006249,-0.001012,-0.006313,-0.001444,-0.005073,-0.001683
667.00,-0.004888,-0.005510,-0.000091,-0.007845,-0.001653,-0.006747,0.000408
666.50,-0.006227,-0.005698,-0.001611,-0.004801,-0.001222,-0.006095,-0.001630
666.00,-0.004453,-0.007465,-0.000664,-0.007144,-0.000140,-0.008680,-0.000485
665.50,-0.006397,-0.007010,-0.000198,-0.004425,-0.000022,-0.006299,0.000863
665.00,-0.003853,-0.004810,-0.000556,-0.004580,-0.000331,-0.007209,0.000861
664.50,-0.006094,-0.005759,-0.000001,-0.004851,-0.000736,-0.005525,0.000165
664.00,-0.003412,-0.003811,0.001807,-0.004938,0.002057,-0.005363,-0.001299
663.50,-0.005169,-0.005567,-0.000736,-0.006608,-0.000570,-0.004962,0.000653
663.00,-0.001890,-0.005046,0.000824,-0.005426,0.000303,-0.004012,-0.001869
662.50,-0.005544,-0.007096,-0.000267,-0.005691,0.000211,-0.005227,-0.001529
662.00,-0.004025,-0.004771,0.000229,-0.005232,0.000694,-0.003666,-0.000029
661.50,-0.005417,-0.005839,-0.000384,-0.007517,-0.000228,-0.004948,-0.000844
661.00,-0.003220,-0.004990,0.000697,-0.004606,0.001237,-0.004953,0.000231
660.50,-0.003961,-0.004542,-0.000010,-0.005465,-0.000230,-0.005726,0.000553
660.00,-0.004032,-0.004829,0.000406,-0.004363,0.000295,-0.004357,0.000431
659.50,-0.002576,-0.005339,0.000628,-0.004022,0.001709,-0.005016,0.000807
659.00,-0.005985,-0.005410,0.001191,-0.005535,-0.000274,-0.006052,-0.001313
658.50,-0.002106,-0.004944,0.000934,-0.005474,0.001319,-0.005403,0.000606
658.00,-0.001759,-0.003102,0.000295,-0.004448,0.001398,-0.003258,0.000107
657.50,-0.004977,-0.004710,0.000329,-0.005480,0.000776,-0.003436,0.000495
657.00,-0.005262,-0.006412,-0.001040,-0.008384,0.000556,-0.007797,-0.000945
656.50,-0.005356,-0.005228,-0.000756,-0.005258,0.000625,-0.005696,-0.000595
656.00,-0.004827,-0.006017,-0.000903,-0.005692,0.000579,-0.004098,0.000630
655.50,-0.005233,-0.006499,0.000868,-0.006642,-0.000679,-0.005810,-0.001411
655.00,-0.003261,-0.004961,-0.000016,-0.004135,-0.000684,-0.003968,-0.000335
654.50,-0.004463,-0.004886,-0.001157,-0.007593,0.000832,-0.006776,-0.000484
654.00,-0.002937,-0.004690,0.002671,-0.005634,0.001683,-0.003655,0.000409
653.50,-0.006047,-0.007359,-0.002097,-0.007220,-0.001554,-0.004709,-0.000717
653.00,-0.003229,-0.003294,0.000938,-0.005632,0.002076,-0.005137,0.000737
652.50,-0.003712,-0.005052,0.001994,-0.004190,-0.000040,-0.005162,-0.000332
652.00,-0.003736,-0.004843,-0.000512,-0.004787,-0.001029,-0.004709,-0.000888
651.50,-0.002663,-0.004495,0.000811,-0.005286,0.001217,-0.004169,-0.000185
651.00,-0.004854,-0.003864,0.003006,-0.005096,0.000466,-0.002813,0.001033
650.50,-0.004620,-0.005928,-0.000392,-0.006193,-0.000497,-0.005923,-0.001200
650.00,-0.006513,-0.005715,-0.001203,-0.007085,-0.000316,-0.007883,-0.003588
649.50,-0.005835,-0.006089,0.000140,-0.005510,-0.001254,-0.004181,-0.001751
649.00,-0.004761,-0.004774,0.000599,-0.005028,0.000505,-0.003473,-0.000334
648.50,-0.003604,-0.002752,0.001005,-0.005458,0.001506,-0.004971,0.001801
648.00,-0.004289,-0.004333,0.000797,-0.005318,-0.000047,-0.005690,-0.000467
647.50,-0.005462,-0.004382,0.000309,-0.004894,0.000539,-0.005775,0.000130
647.00,-0.004323,-0.004268,0.000250,-0.004422,-0.000199,-0.004940,-0.000441
646.50,-0.004315,-0.004589,0.001795,-0.003605,0.000539,-0.005786,0.001835
646.00,-0.004086,-0.004490,0.000369,-0.004623,0.002667,-0.003906,-0.000119
645.50,-0.004938,-0.003614,0.001753,-0.003131,0.002656,-0.004618,0.000662
645.00,-0.004203,-0.005491,0.000432,-0.003176,0.000232,-0.003823,0.001729
644.50,-0.005725,-0.006180,-0.000057,-0.004304,-0.000701,-0.005293,-0.000221
644.00,-0.003729,-0.005182,0.002908,-0.003871,0.000237,-0.002964,-0.000273
643.50,-0.004720,-0.003693,0.000790,-0.004409,0.000533,-0.004170,0.001313
643.00,-0.005342,-0.003933,0.001429,-0.004447,0.000143,-0.005615,-0.000294
642.50,-0.004905,-0.004812,0.002021,-0.005343,0.002171,-0.004206,-0.000040
642.00,-0.003240,-0.003846,0.002427,-0.004767,0.001552,-0.005175,-0.000320
641.50,-0.003306,-0.003085,0.001110,-0.003217,0.001592,-0.002857,0.000253
641.00,-0.005542,-0.004344,-0.001343,-0.006910,0.000586,-0.005330,-0.001325
640.50,-0.002180,-0.002879,0.003207,-0.002863,0.002897,-0.002861,0.001648
640.00,-0.005781,-0.004145,-0.000907,-0.006084,-0.001105,-0.004994,-0.001005
639.50,-0.002902,-0.002374,0.002641,-0.003134,0.001540,-0.003070,0.001443
639.00,-0.004414,-0.003775,0.001829,-0.004625,-0.000634,-0.004567,0.000760
638.50,-0.003360,-0.002484,0.001396,-0.004829,0.002254,-0.002834,0.001735
638.00,-0.002858,-0.001998,0.000418,-0.003576,0.002070,-0.003073,0.001139
637.50,-0.004202,-0.003466,0.001925,-0.003562,0.000847,-0.004775,0.000347
637.00,-0.003689,-0.005288,-0.000520,-0.002925,0.001956,-0.003711,0.000431
636.50,-0.002222,-0.000688,0.002339,-0.003384,0.001607,-0.001974,0.002710
636.00,-0.003263,-0.001907,0.001039,-0.002620,0.001057,-0.003553,0.001022
635.50,-0.003235,-0.003050,0.002597,-0.004292,0.001269,-0.003240,0.001078
635.00,-0.003341,-0.002981,0.000338,-0.005049,-0.000099,-0.003573,-0.000352
634.50,-0.002744,-0.003234,0.001885,-0.003245,0.000978,-0.002908,-0.000832
634.00,-0.003526,-0.003399,0.001466,-0.005027,-0.000385,-0.004805,0.000024
633.50,-0.005871,-0.004893,-0.000353,-0.003934,0.000437,-0.006009,0.000009
633.00,-0.004332,-0.002920,0.001036,-0.003280,-0.000232,-0.004696,0.001142
632.50,-0.003218,-0.002302,0.001507,-0.003103,-0.000423,-0.004259,0.001255
632.00,-0.004150,-0.003183,-0.001016,-0.005013,0.001403,-0.005581,-0.000833
631.50,-0.005290,-0.003663,0.000178,-0.004360,0.001480,-0.004545,0.000748
631.00,-0.003324,-0.003191,0.003529,-0.003167,0.001952,-0.004030,0.000478
630.50,-0.004173,-0.002117,0.000776,-0.004163,0.000757,-0.004394,0.000192
630.00,-0.003390,-0.002930,0.001135,-0.003444,0.000842,-0.004701,-0.000715
629.50,-0.002806,-0.002747,0.002975,-0.003434,0.002312,-0.003872,0.000313
629.00,-0.003330,-0.002830,0.002022,-0.003875,0.000700,-0.003788,0.000721
628.50,-0.003721,-0.002718,0.001103,-0.003223,0.000464,-0.004256,-0.000075
628.00,-0.002892,-0.001590,0.002456,-0.002713,0.001819,-0.002639,0.000715
627.50,-0.002622,-0.002579,0.001857,-0.002966,0.002112,-0.003484,0.000490
627.00,-0.002269,-0.001134,0.001715,-0.003334,0.002791,-0.003682,0.000998
626.50,-0.003327,-0.001576,0.001604,-0.003189,0.001185,-0.004617,0.000836
626.00,-0.003178,-0.000291,0.003645,-0.002858,0.001821,-0.001934,0.000681
625.50,-0.002386,-0.001419,0.002584,-0.001733,0.001884,-0.003066,0.000087
625.00,-0.003907,-0.001102,0.002709,-0.003991,0.001210,-0.004784,0.001127
624.50,-0.002125,0.000166,0.003960,-0.001478,0.002858,-0.002334,0.002502
624.00,-0.002866,-0.001023,0.002073,-0.002327,0.002045,-0.003198,0.002293
623.50,-0.004062,-0.002058,0.000427,-0.002882,0.001277,-0.004078,-0.001468
623.00,-0.006318,-0.003141,0.002099,-0.003686,0.001682,-0.005195,-0.000971
622.50,-0.002210,-0.000381,0.003236,-0.002042,0.001275,-0.003006,0.001130
622.00,-0.005584,-0.002489,0.002164,-0.003180,0.001693,-0.004983,0.000645
621.50,-0.002372,-0.001387,0.002328,-0.001974,0.001400,-0.003170,0.001743
621.00,-0.004097,0.000483,0.002847,-0.002313,0.002470,-0.003409,0.000921
620.50,-0.005739,-0.001775,0.000714,-0.003565,0.000494,-0.006587,-0.001526
620.00,-0.002778,0.000826,0.003585,-0.002489,0.002255,-0.003075,0.001063
619.50,-0.001842,0.001092,0.002639,-0.001699,0.003558,-0.003572,0.001312
619.00,-0.003633,0.001302,0.003372,-0.000272,0.003355,-0.001927,0.000978
618.50,-0.004837,-0.001659,0.002155,-0.004296,0.000798,-0.004448,-0.001415
618.00,-0.003439,0.000334,0.003278,-0.002556,0.003003,-0.002762,0.000701
617.50,-0.002700,0.000665,0.005249,-0.001674,0.004238,-0.000904,0.001251
617.00,-0.003350,0.000621,0.003011,-0.002327,0.002304,-0.003814,0.000648
616.50,-0.001884,0.001007,0.004574,-0.001049,0.003856,-0.002604,0.001332
616.00,-0.003680,0.000878,0.003364,-0.002427,0.002097,-0.002817,0.000614
615.50,-0.002449,0.001990,0.005298,-0.000673,0.004104,-0.002580,0.002139
615.00,-0.003653,0.002966,0.005058,-0.000663,0.004569,-0.001820,0.001852
614.50,-0.001495,0.004459,0.005816,0.000628,0.005066,-0.000680,0.002832
614.00,-0.002506,0.002695,0.004806,-0.000097,0.003881,-0.002703,0.002364
613.50,-0.002588,0.003522,0.004898,0.000566,0.004556,-0.002230,0.001395
613.00,-0.001262,0.004607,0.006996,0.000657,0.005452,-0.000817,0.003108
612.50,-0.002834,0.004155,0.006247,0.000271,0.005227,-0.002225,0.001453
612.00,-0.002999,0.004441,0.006939,0.001340,0.006055,-0.001119,0.001505
611.50,-0.003702,0.004863,0.006139,0.000815,0.004470,-0.002242,0.001666
611.00,-0.002239,0.005851,0.006917,0.001802,0.005467,-0.000558,0.002673
610.50,-0.002245,0.005621,0.006241,0.001753,0.005068,-0.001301,0.001757
610.00,-0.003184,0.006434,0.006576,0.001943,0.005715,-0.000561,0.002863
609.50,-0.001658,0.006751,0.008514,0.002465,0.006000,-0.000779,0.002874
609.00,-0.003238,0.007949,0.007723,0.002535,0.005148,-0.001226,0.002606
608.50,-0.001561,0.009069,0.009334,0.003728,0.006245,0.000258,0.003455
608.00,-0.002635,0.009021,0.008505,0.002717,0.006240,-0.000032,0.002682
607.50,-0.001694,0.009756,0.009906,0.003583,0.008434,0.001177,0.003739
607.00,-0.002047,0.010172,0.010211,0.004346,0.007438,0.000410,0.003702
606.50,-0.002069,0.009831,0.009667,0.004129,0.007459,0.000447,0.003144
606.00,-0.002479,0.012157,0.011589,0.005240,0.008674,0.000854,0.003864
605.50,-0.002089,0.012286,0.011126,0.005658,0.008776,0.001101,0.003728
605.00,-0.002520,0.013489,0.011404,0.006204,0.009185,0.000799,0.004251
604.50,-0.002876,0.013733,0.012409,0.005838,0.009308,0.000452,0.003274
604.00,-0.002143,0.016586,0.013784,0.007354,0.010197,0.001844,0.005078
603.50,-0.001655,0.016572,0.014646,0.008217,0.010683,0.002443,0.005683
603.00,-0.002575,0.017335,0.014750,0.008406,0.009581,0.001657,0.005665
602.50,-0.001378,0.018564,0.015600,0.009283,0.011992,0.003218,0.006176
602.00,-0.000889,0.021157,0.018013,0.011409,0.012966,0.004027,0.006065
601.50,-0.002896,0.021887,0.018251,0.010926,0.012732,0.003679,0.005839
601.00,-0.002639,0.023117,0.018361,0.011310,0.014199,0.003893,0.005454
600.50,-0.001786,0.023699,0.019677,0.013381,0.014183,0.004116,0.007562
600.00,-0.002423,0.024825,0.020014,0.013826,0.013602,0.003804,0.006289
599.50,-0.000656,0.027965,0.023245,0.014338,0.016093,0.005763,0.007756
599.00,-0.001855,0.029943,0.022818,0.015139,0.016745,0.006564,0.007809
598.50,-0.002993,0.029972,0.023104,0.015518,0.016372,0.005495,0.006993
598.00,-0.001733,0.032396,0.025379,0.017271,0.018432,0.006337,0.008249
597.50,-0.002396,0.034630,0.026181,0.018845,0.019305,0.007215,0.008810
597.00,-0.000530,0.038465,0.028404,0.020558,0.020790,0.009196,0.010306
596.50,-0.001997,0.040823,0.030048,0.022063,0.022265,0.009372,0.010134
596.00,-0.001405,0.042839,0.031942,0.023278,0.022942,0.009157,0.010023
595.50,-0.001573,0.045136,0.033423,0.024841,0.023539,0.010343,0.011518
595.00,-0.000539,0.047425,0.035091,0.025902,0.025209,0.011618,0.011264
594.50,-0.001933,0.049306,0.037296,0.027867,0.026305,0.011958,0.011991
594.00,-0.001078,0.053903,0.039703,0.030248,0.028425,0.012483,0.013633
593.50,-0.000382,0.057450,0.043561,0.033470,0.031183,0.014299,0.015123
593.00,-0.001408,0.059119,0.044198,0.033262,0.030967,0.015174,0.015315
592.50,-0.001887,0.063841,0.047042,0.035069,0.033440,0.016262,0.015232
592.00,-0.001782,0.065935,0.047352,0.036529,0.034018,0.016662,0.015828
591.50,-0.000458,0.070694,0.051446,0.040739,0.037265,0.017791,0.017052
591.00,-0.001306,0.075347,0.053065,0.042599,0.037594,0.019169,0.018665
590.50,-0.000367,0.079504,0.058572,0.046000,0.040854,0.020995,0.019386
590.00,-0.000737,0.084494,0.060429,0.048405,0.043906,0.022147,0.020790
589.50,0.000133,0.088449,0.063746,0.051305,0.045233,0.023293,0.021636
589.00,-0.000361,0.092678,0.066841,0.054756,0.048807,0.023976,0.022230
588.50,0.000585,0.098352,0.071003,0.057828,0.050924,0.026253,0.023630
588.00,-0.000753,0.103272,0.074959,0.061346,0.053107,0.028026,0.025584
587.50,-0.000281,0.109697,0.078956,0.063242,0.054898,0.029946,0.025645
587.00,0.000083,0.115030,0.082948,0.067984,0.058611,0.031347,0.028148
586.50,-0.000342,0.120358,0.086860,0.070673,0.060995,0.032471,0.028274
586.00,-0.000455,0.126786,0.090666,0.074202,0.063872,0.035026,0.029464
585.50,-0.000053,0.134697,0.095689,0.078855,0.067758,0.037018,0.031951
585.00,0.000515,0.143883,0.102173,0.085538,0.072337,0.040111,0.034425
584.50,0.000197,0.150071,0.107436,0.088772,0.075775,0.040808,0.035529
584.00,-0.000230,0.155401,0.110489,0.092764,0.078500,0.043151,0.036211
583.50,0.000115,0.164110,0.115813,0.097190,0.082590,0.045232,0.038680
583.00,0.000840,0.173080,0.122877,0.102384,0.087134,0.048394,0.040491
582.50,0.001002,0.182130,0.128077,0.107315,0.092034,0.051708,0.043411
582.00,-0.000663,0.187852,0.133608,0.111520,0.094336,0.051954,0.043082
581.50,0.000711,0.197970,0.140834,0.118105,0.099881,0.055228,0.047612
581.00,-0.000258,0.205641,0.145469,0.123195,0.103201,0.059366,0.048328
580.50,0.000601,0.217267,0.151323,0.129301,0.107704,0.061206,0.051326
580.00,0.001154,0.227983,0.160457,0.135595,0.113660,0.064607,0.053380
579.50,0.000633,0.238867,0.168047,0.142768,0.118976,0.067717,0.057237
579.00,0.000964,0.249082,0.174063,0.149145,0.124172,0.070033,0.057572
578.50,0.002018,0.259625,0.180978,0.154655,0.129884,0.073308,0.060925
578.00,0.001015,0.269263,0.188884,0.160673,0.134078,0.076487,0.063364
577.50,0.001684,0.281363,0.197068,0.168658,0.139307,0.079902,0.065886
577.00,0.001613,0.292926,0.205286,0.175302,0.144934,0.084152,0.068271
576.50,0.002442,0.304578,0.215091,0.182705,0.151804,0.087729,0.071672
576.00,0.002361,0.316609,0.222167,0.190114,0.157683,0.091705,0.074009
575.50,0.002829,0.326227,0.228852,0.196300,0.162630,0.094368,0.076641
575.00,0.002199,0.337479,0.236491,0.202048,0.167941,0.096830,0.079140
574.50,0.003338,0.350976,0.246463,0.210635,0.174843,0.100818,0.083091
574.00,0.002261,0.365485,0.256580,0.218869,0.180999,0.105009,0.085302
573.50,0.002334,0.377903,0.264129,0.224915,0.186975,0.108355,0.087772
573.00,0.003390,0.390139,0.272410,0.233169,0.193163,0.112187,0.091091
572.50,0.002749,0.400414,0.280285,0.240043,0.197974,0.115802,0.093332
572.00,0.003874,0.415179,0.289693,0.250051,0.205602,0.120905,0.096748
571.50,0.002990,0.425265,0.297595,0.256282,0.211069,0.124027,0.099108
571.00,0.003150,0.441629,0.308496,0.263513,0.217440,0.127127,0.102830
570.50,0.003776,0.453386,0.315964,0.271668,0.224055,0.131380,0.105237
570.00,0.003334,0.464282,0.322884,0.277956,0.228613,0.133173,0.107025
569.50,0.003736,0.477290,0.332820,0.284816,0.234426,0.138110,0.109809
569.00,0.003185,0.490877,0.342371,0.293868,0.240819,0.141099,0.112987
568.50,0.004820,0.503487,0.352230,0.302962,0.247803,0.145596,0.117483
568.00,0.004474,0.517100,0.360679,0.310874,0.254359,0.149829,0.120289
567.50,0.003974,0.527710,0.369201,0.316332,0.260079,0.152806,0.122818
567.00,0.006154,0.539681,0.375744,0.326168,0.266641,0.157972,0.126406
566.50,0.004325,0.551267,0.383126,0.329158,0.271055,0.158574,0.127467
566.00,0.004181,0.563130,0.391846,0.337722,0.276491,0.163034,0.130988
565.50,0.005047,0.577526,0.399840,0.345148,0.283228,0.166434,0.133660
565.00,0.006232,0.586561,0.408698,0.352533,0.289485,0.171155,0.136552
564.50,0.006045,0.594870,0.414209,0.357380,0.292657,0.172378,0.137954
564.00,0.005312,0.606567,0.421366,0.363646,0.298465,0.175273,0.139954
563.50,0.004296,0.618619,0.428031,0.369139,0.302275,0.177669,0.143134
563.00,0.006084,0.629772,0.436967,0.377107,0.309307,0.182365,0.146167
562.50,0.005432,0.640839,0.441528,0.383612,0.313074,0.185025,0.147231
562.00,0.006082,0.649969,0.450139,0.388632,0.318726,0.187088,0.150050
561.50,0.005208,0.656926,0.453063,0.391503,0.320447,0.189489,0.150766
561.00,0.005761,0.668077,0.461375,0.397194,0.326423,0.193114,0.153316
560.50,0.006647,0.675099,0.467426,0.402020,0.330205,0.194624,0.155763
560.00,0.007660,0.686717,0.474863,0.409386,0.335266,0.197308,0.157872
559.50,0.006581,0.692361,0.477310,0.412312,0.337875,0.200011,0.159084
559.00,0.005553,0.699999,0.481053,0.417057,0.340491,0.201677,0.160526
558.50,0.006832,0.708722,0.488376,0.421448,0.344890,0.203594,0.163420
558.00,0.006468,0.719093,0.491801,0.425302,0.347576,0.205748,0.164946
557.50,0.006889,0.724306,0.496546,0.430111,0.350460,0.208582,0.165780
557.00,0.006996,0.727517,0.500786,0.431703,0.353337,0.208828,0.166832
556.50,0.007209,0.735922,0.502192,0.434794,0.354989,0.211657,0.166658
556.00,0.007556,0.737450,0.506499,0.438296,0.358005,0.212361,0.168721
555.50,0.007856,0.742950,0.510600,0.439923,0.360480,0.213740,0.170081
555.00,0.006716,0.751070,0.514707,0.443177,0.362672,0.215217,0.170524
554.50,0.007700,0.756801,0.515797,0.446818,0.365746,0.217429,0.172406
554.00,0.007022,0.756315,0.517275,0.445957,0.365510,0.216150,0.172462
553.50,0.008308,0.765404,0.523196,0.450442,0.368851,0.219422,0.174704
553.00,0.008381,0.768535,0.524413,0.453868,0.369919,0.219879,0.175304
552.50,0.008050,0.770112,0.526068,0.454608,0.370997,0.219407,0.175314
552.00,0.008323,0.770968,0.530045,0.456320,0.372366,0.221996,0.175280
551.50,0.009581,0.779388,0.529948,0.458653,0.374135,0.222898,0.177837
551.00,0.008624,0.780207,0.530812,0.457392,0.373488,0.222846,0.177431
550.50,0.009500,0.783518,0.531568,0.460291,0.376445,0.223852,0.178310
550.00,0.008776,0.785133,0.533351,0.461374,0.377549,0.224199,0.178262
549.50,0.008398,0.786717,0.535541,0.462101,0.377303,0.225042,0.178538
549.00,0.008867,0.790436,0.535477,0.463451,0.378371,0.224294,0.178348
548.50,0.008941,0.792307,0.537729,0.464246,0.378436,0.226020,0.180163
548.00,0.009098,0.793606,0.537797,0.464704,0.379237,0.225878,0.179475
547.50,0.009396,0.795991,0.538160,0.466339,0.381071,0.227050,0.180088
547.00,0.009658,0.796514,0.540206,0.466236,0.381381,0.227195,0.180383
546.50,0.009724,0.797684,0.540749,0.467008,0.381064,0.226569,0.180480
546.00,0.009194,0.798890,0.539821,0.467569,0.381630,0.226983,0.180394
545.50,0.009929,0.801317,0.542934,0.468086,0.382731,0.227127,0.179922
545.00,0.010365,0.802575,0.542791,0.467702,0.382643,0.228013,0.181690
544.50,0.010039,0.803637,0.542228,0.469084,0.383178,0.227978,0.181306
544.00,0.010206,0.805217,0.543488,0.469126,0.382496,0.228050,0.181713
543.50,0.010088,0.806372,0.543695,0.469495,0.383510,0.228213,0.181939
543.00,0.010528,0.806273,0.544075,0.469813,0.384096,0.228824,0.181720
542.50,0.010862,0.807989,0.544978,0.470718,0.384976,0.229171,0.182622
542.00,0.011081,0.810853,0.545104,0.471822,0.384426,0.229946,0.182779
541.50,0.011160,0.810990,0.546086,0.471863,0.385143,0.229859,0.183592
541.00,0.011157,0.811047,0.545517,0.472124,0.385279,0.230556,0.182676
540.50,0.011420,0.814780,0.547575,0.473250,0.386091,0.231167,0.183856
540.00,0.012445,0.815928,0.547603,0.472577,0.386643,0.231481,0.184102
539.50,0.011599,0.815988,0.547788,0.474174,0.387303,0.230752,0.184695
539.00,0.011019,0.816177,0.547562,0.473731,0.387720,0.231718,0.184417
538.50,0.012627,0.820347,0.550410,0.475793,0.388633,0.232599,0.185579
538.00,0.012108,0.817229,0.549490,0.476273,0.388197,0.232288,0.185315
537.50,0.013102,0.820225,0.551058,0.477379,0.389774,0.233132,0.185415
537.00,0.013189,0.823609,0.552174,0.477287,0.391015,0.233632,0.186473
536.50,0.013004,0.821920,0.552350,0.478309,0.390812,0.233928,0.186508
536.00,0.013682,0.827448,0.554451,0.480671,0.391529,0.235539,0.187173
535.50,0.014026,0.828184,0.555087,0.480430,0.392291,0.235615,0.187258
535.00,0.014731,0.828252,0.556423,0.481954,0.393103,0.235816,0.188600
534.50,0.014182,0.830151,0.557506,0.482000,0.393741,0.236152,0.189008
534.00,0.014916,0.832113,0.557880,0.483441,0.394754,0.237022,0.189403
533.50,0.015298,0.833118,0.558829,0.483634,0.395667,0.237637,0.189693
533.00,0.015396,0.835792,0.559989,0.484996,0.396129,0.238384,0.190098
532.50,0.016227,0.836899,0.561462,0.486437,0.397477,0.238888,0.191207
532.00,0.016815,0.837897,0.561751,0.486794,0.397729,0.239516,0.191708
531.50,0.016978,0.840956,0.563215,0.488452,0.398884,0.239944,0.191851
531.00,0.016686,0.840195,0.563011,0.488984,0.399329,0.239836,0.192291
530.50,0.017476,0.842786,0.565121,0.490313,0.400955,0.241110,0.193267
530.00,0.017839,0.844130,0.565818,0.490130,0.401515,0.241718,0.193963
529.50,0.018513,0.844220,0.566659,0.491543,0.402369,0.242338,0.194850
529.00,0.018831,0.846204,0.567591,0.492151,0.402681,0.242950,0.195108
